chromosome	start1	end1	id1	start2	end2	id2	localScore
2	70520000	70880000	697	70520000	70560000	4920	0.888888888889
2	70520000	70880000	697	70560000	70880000	556	0.111111111111
2	70880000	71200000	698	70880000	70960000	4921	0.75
2	70880000	71200000	698	70960000	71080000	557	0.625
2	70880000	71200000	698	71080000	71200000	558	0.625
2	71200000	71320000	6093	71200000	71320000	559	0.0
2	71320000	71760000	699	71320000	71360000	4922	0.909090909091
2	71320000	71760000	699	71360000	71760000	560	0.0909090909091
2	71760000	72040000	700	71760000	72360000	561	0.533333333333
2	72040000	72360000	701	71760000	72360000	561	0.466666666667
2	72360000	72960000	702	72360000	72960000	562	0.0
2	72960000	73120000	703	72960000	73120000	563	0.0
2	73120000	73440000	704	73120000	73440000	564	0.0
2	73440000	73520000	6094	73440000	73560000	4923	0.333333333333
2	73520000	73640000	705	73440000	73560000	4923	0.666666666667
2	73520000	73640000	705	73560000	73880000	565	0.75
2	73640000	73840000	706	73560000	73880000	565	0.375
2	73840000	74040000	707	73560000	73880000	565	0.875
2	73840000	74040000	707	73880000	74000000	4924	0.4
2	73840000	74040000	707	74000000	74440000	566	0.909090909091
2	74040000	74440000	708	74000000	74440000	566	0.0909090909091
2	74440000	74680000	709	74440000	74680000	567	0.0
2	74680000	74880000	710	74680000	74840000	568	0.2
2	74680000	74880000	710	74840000	75120000	569	0.857142857143
2	74880000	75120000	711	74840000	75120000	569	0.142857142857
2	75120000	75280000	712	75120000	75680000	570	0.714285714286
2	75280000	75680000	713	75120000	75680000	570	0.285714285714
2	75680000	75840000	714	75680000	75840000	571	0.0
2	75840000	75920000	6095	75840000	75920000	4925	0.0
2	75920000	77160000	715	75920000	79240000	572	0.626506024096
2	77160000	79240000	716	75920000	79240000	572	0.373493975904
2	79240000	79440000	717	79240000	80160000	4926	0.782608695652
2	79440000	80160000	718	79240000	80160000	4926	0.217391304348
2	80160000	80280000	6096	80160000	84640000	573	0.973214285714
2	80280000	80480000	719	80160000	84640000	573	0.955357142857
2	80480000	81480000	720	80160000	84640000	573	0.776785714286
2	81480000	84640000	721	80160000	84640000	573	0.294642857143
2	84640000	84680000	6097	84640000	84720000	4927	0.5
2	84680000	85120000	722	84640000	84720000	4927	0.909090909091
2	84680000	85120000	722	84720000	85160000	574	0.0909090909091
2	85120000	85280000	6098	84720000	85160000	574	0.909090909091
2	85120000	85280000	6098	85160000	85560000	575	0.7
2	85280000	85560000	723	85160000	85560000	575	0.3
2	85560000	85840000	724	85560000	85840000	576	0.0
2	85840000	86400000	725	85840000	86400000	577	0.0
2	86400000	86640000	726	86400000	86480000	4928	0.666666666667
2	86400000	86640000	726	86480000	86600000	578	0.5
2	86400000	86640000	726	86600000	86680000	4929	0.833333333333
2	86640000	87000000	727	86600000	86680000	4929	0.888888888889
2	86640000	87000000	727	86680000	86880000	579	0.444444444444
2	86640000	87000000	727	86880000	87080000	4930	0.666666666667
2	87000000	87160000	728	86880000	87080000	4930	0.6
2	87000000	87160000	728	87080000	87200000	580	0.5
2	87160000	87200000	6099	87080000	87200000	580	0.666666666667
2	87280000	87360000	6100	87280000	87440000	581	0.5
2	87360000	87520000	729	87280000	87440000	581	0.5
2	87360000	87520000	729	87440000	87600000	582	0.5
2	87520000	87600000	6101	87440000	87600000	582	0.5
2	87760000	88000000	6102	87760000	88000000	583	0.0
2	88160000	88280000	6103	88160000	88320000	4931	0.25
2	88280000	88480000	730	88160000	88320000	4931	0.8
2	88280000	88480000	730	88320000	88480000	584	0.2
2	88480000	88880000	731	88480000	88840000	4932	0.1
2	88480000	88880000	731	88840000	89000000	585	0.9
2	88880000	89000000	732	88840000	89000000	585	0.25
2	89000000	89640000	733	89000000	89160000	4933	0.75
2	89000000	89640000	733	89160000	89440000	586	0.5625
2	89000000	89640000	733	89440000	89640000	587	0.6875
2	89880000	89920000	6104	89880000	89920000	4934	0.0
2	89920000	90080000	734	89920000	90080000	588	0.0
2	90080000	90280000	735	90080000	90240000	589	0.2
2	90080000	90280000	735	90240000	90280000	4935	0.8
2	90400000	90520000	6105	90400000	90520000	4936	0.0
2	91640000	92000000	6106	91640000	92000000	4937	0.0
2	92040000	92160000	736	92040000	92200000	4938	0.25
2	92160000	92200000	6107	92040000	92200000	4938	0.75
2	92240000	92320000	6108	92240000	92320000	4939	0.0
2	95320000	95480000	737	95320000	95360000	4940	0.75
2	95320000	95480000	737	95360000	95520000	590	0.25
2	95480000	96080000	738	95360000	95520000	590	0.933333333333
2	95480000	96080000	738	95520000	95600000	4941	0.866666666667
2	95480000	96080000	738	95600000	95720000	591	0.8
2	95480000	96080000	738	95720000	95960000	4942	0.6
2	95480000	96080000	738	95960000	96120000	592	0.8
2	96080000	96280000	6109	95960000	96120000	592	0.8
2	96080000	96280000	6109	96120000	96280000	593	0.2
2	96320000	96400000	6110	96320000	96360000	593	0.5
2	96320000	96400000	6110	96360000	96480000	594	0.666666666667
2	96400000	96520000	739	96360000	96480000	594	0.333333333333
2	96400000	96520000	739	96480000	96640000	4943	0.75
2	96520000	96640000	740	96480000	96640000	4943	0.25
2	96640000	97040000	741	96640000	97040000	595	0.0
2	97040000	97200000	742	97040000	97200000	596	0.0
2	97200000	97520000	743	97200000	97640000	597	0.272727272727
2	97520000	97640000	744	97200000	97640000	597	0.727272727273
2	97640000	97800000	745	97640000	97960000	598	0.5
2	97800000	97960000	6111	97640000	97960000	598	0.5
2	98000000	98080000	6112	98000000	98080000	4944	0.0
2	98160000	98240000	6113	98160000	98200000	4945	0.5
2	98160000	98240000	6113	98200000	98360000	599	0.75
2	98240000	98360000	746	98200000	98360000	599	0.25
2	98360000	99040000	747	98360000	99000000	600	0.0588235294118
2	98360000	99040000	747	99000000	99240000	601	0.941176470588
2	99040000	99200000	748	99000000	99240000	601	0.333333333333
2	99200000	99720000	749	99000000	99240000	601	0.923076923077
2	99200000	99720000	749	99240000	99480000	602	0.538461538462
2	99200000	99720000	749	99480000	99800000	4946	0.538461538462
2	99720000	99800000	6114	99480000	99800000	4946	0.75
2	99800000	99960000	750	99800000	99960000	603	0.0
2	99960000	100120000	751	99960000	100120000	604	0.0
2	100120000	100880000	752	100120000	100880000	605	0.0
2	100880000	101040000	753	100880000	101040000	606	0.0
2	101040000	101200000	754	101040000	101200000	607	0.0
2	101200000	101600000	755	101200000	101600000	608	0.0
2	101600000	101840000	756	101600000	101840000	609	0.0
2	101840000	101960000	757	101840000	101920000	4947	0.333333333333
2	101840000	101960000	757	101920000	102480000	610	0.928571428571
2	101960000	102520000	758	101920000	102480000	610	0.0714285714286
2	101960000	102520000	758	102480000	103080000	611	0.933333333333
2	102520000	102600000	6115	102480000	103080000	611	0.866666666667
2	102600000	102840000	759	102480000	103080000	611	0.6
2	102840000	103080000	760	102480000	103080000	611	0.6
2	103080000	103360000	761	103080000	103240000	612	0.428571428571
2	103080000	103360000	761	103240000	105720000	4948	0.951612903226
2	103360000	103440000	6116	103240000	105720000	4948	0.967741935484
2	103440000	105600000	762	103240000	105720000	4948	0.129032258065
2	105600000	105720000	6117	103240000	105720000	4948	0.951612903226
2	105720000	105880000	763	105720000	105880000	613	0.0
2	105880000	105960000	6118	105880000	105960000	4949	0.0
2	105960000	106160000	764	105960000	106160000	614	0.0
2	106160000	106680000	765	106160000	106720000	615	0.0714285714286
2	106680000	107200000	766	106160000	106720000	615	0.928571428571
2	106680000	107200000	766	106720000	106840000	616	0.769230769231
2	106680000	107200000	766	106840000	106960000	617	0.769230769231
2	106680000	107200000	766	106960000	107040000	4950	0.846153846154
2	106680000	107200000	766	107040000	107160000	618	0.769230769231
2	106680000	107200000	766	107160000	108360000	4951	0.966666666667
2	107200000	108440000	767	107160000	108360000	4951	0.0645161290323
2	107200000	108440000	767	108360000	108480000	619	0.935483870968
2	108440000	108480000	6119	108360000	108480000	619	0.666666666667
2	108520000	108840000	768	108520000	108960000	4952	0.272727272727
2	108840000	108920000	6120	108520000	108960000	4952	0.818181818182
2	108920000	109280000	769	108520000	108960000	4952	0.909090909091
2	108920000	109280000	769	108960000	109200000	620	0.333333333333
2	108920000	109280000	769	109200000	109440000	621	0.777777777778
2	109280000	109480000	770	109200000	109440000	621	0.333333333333
2	109280000	109480000	770	109440000	109720000	622	0.857142857143
2	109480000	109640000	771	109440000	109720000	622	0.428571428571
2	109640000	110120000	772	109440000	109720000	622	0.833333333333
2	109640000	110120000	772	109720000	110120000	623	0.166666666667
2	110240000	110280000	6121	110240000	110280000	4953	0.0
2	110280000	110520000	773	110280000	110520000	624	0.0
2	110840000	111000000	774	110840000	111000000	625	0.0
2	111360000	111560000	775	111360000	111520000	626	0.2
2	111360000	111560000	775	111520000	111880000	627	0.888888888889
2	111560000	111880000	776	111520000	111880000	627	0.111111111111
2	111880000	112040000	777	111880000	112080000	628	0.2
2	112040000	112120000	6123	111880000	112080000	628	0.8
2	112040000	112120000	6123	112080000	112520000	629	0.909090909091
2	112120000	112240000	778	112080000	112520000	629	0.727272727273
2	112240000	112360000	779	112080000	112520000	629	0.727272727273
2	112360000	112480000	780	112080000	112520000	629	0.727272727273
2	112480000	112640000	6124	112080000	112520000	629	0.909090909091
2	112480000	112640000	6124	112520000	112640000	630	0.25
2	112640000	112840000	781	112640000	112840000	631	0.0
2	112840000	113120000	782	112840000	113120000	4954	0.0
2	113160000	113280000	6125	113160000	113320000	4955	0.25
2	113280000	113480000	783	113160000	113320000	4955	0.8
2	113280000	113480000	783	113320000	113480000	632	0.2
2	113480000	113720000	784	113480000	113720000	633	0.0
2	113720000	113840000	785	113720000	113840000	4956	0.0
2	113840000	114160000	786	113840000	114160000	634	0.0
2	114160000	114240000	6126	114160000	114240000	4957	0.0
2	114240000	114400000	787	114240000	114400000	635	0.0
2	114400000	114720000	788	114400000	114720000	636	0.0
2	114720000	115320000	789	114720000	115680000	4958	0.375
2	115320000	116680000	790	114720000	115680000	4958	0.735294117647
2	115320000	116680000	790	115680000	118560000	637	0.652777777778
2	116680000	116840000	791	115680000	118560000	637	0.944444444444
2	116840000	117240000	792	115680000	118560000	637	0.861111111111
2	117240000	118200000	793	115680000	118560000	637	0.666666666667
2	118200000	118560000	794	115680000	118560000	637	0.875
2	118560000	118760000	795	118560000	118800000	638	0.166666666667
2	118760000	118920000	6127	118560000	118800000	638	0.833333333333
2	118760000	118920000	6127	118800000	118920000	639	0.25
2	118920000	119640000	796	118920000	119280000	4959	0.5
2	118920000	119640000	796	119280000	119400000	640	0.833333333333
2	118920000	119640000	796	119400000	119920000	4960	0.666666666667
2	119640000	120080000	797	119400000	119920000	4960	0.461538461538
2	119640000	120080000	797	119920000	120040000	641	0.727272727273
2	119640000	120080000	797	120040000	120120000	4961	0.909090909091
2	120080000	120240000	798	120040000	120120000	4961	0.75
2	120080000	120240000	798	120120000	120240000	642	0.25
2	120240000	120440000	799	120240000	120440000	4962	0.0
2	120440000	120960000	800	120440000	120960000	643	0.0
2	120960000	121080000	801	120960000	121080000	644	0.0
2	121080000	121440000	802	121080000	121440000	645	0.0
2	121440000	121840000	803	121440000	121840000	646	0.0
2	121840000	122120000	804	121840000	122120000	647	0.0
2	122120000	122520000	805	122120000	122520000	648	0.0
2	122520000	122560000	6128	122520000	127800000	649	0.992424242424
2	122560000	122720000	806	122520000	127800000	649	0.969696969697
2	122720000	122960000	807	122520000	127800000	649	0.954545454545
2	122960000	124760000	808	122520000	127800000	649	0.659090909091
2	124760000	125560000	809	122520000	127800000	649	0.848484848485
2	125560000	126400000	810	122520000	127800000	649	0.840909090909
2	126400000	126440000	6129	122520000	127800000	649	0.992424242424
2	126440000	127280000	811	122520000	127800000	649	0.840909090909
2	127280000	127520000	812	122520000	127800000	649	0.954545454545
2	127520000	127800000	813	122520000	127800000	649	0.94696969697
2	127800000	127960000	814	127800000	127920000	650	0.25
2	127800000	127960000	814	127920000	128280000	651	0.888888888889
2	127960000	128280000	815	127920000	128280000	651	0.111111111111
2	128280000	128480000	816	128280000	128600000	652	0.375
2	128480000	128600000	817	128280000	128600000	652	0.625
2	128600000	128920000	818	128600000	128800000	653	0.375
2	128600000	128920000	818	128800000	129040000	654	0.625
2	128920000	128960000	6130	128800000	129040000	654	0.833333333333
2	128960000	129480000	819	128800000	129040000	654	0.846153846154
2	128960000	129480000	819	129040000	129520000	655	0.153846153846
2	129480000	130120000	820	129040000	129520000	655	0.9375
2	129480000	130120000	820	129520000	130600000	656	0.444444444444
2	130120000	130680000	821	129520000	130600000	656	0.555555555556
2	130120000	130680000	821	130600000	130680000	4963	0.857142857143
2	130680000	130840000	6131	130680000	130800000	657	0.25
2	130680000	130840000	6131	130800000	130840000	4964	0.75
2	130880000	131120000	822	130880000	130920000	4965	0.833333333333
2	130880000	131120000	822	130920000	131120000	658	0.166666666667
2	131120000	131240000	6132	131120000	131240000	4966	0.0
2	131360000	131520000	6133	131360000	131400000	4967	0.75
2	131360000	131520000	6133	131400000	131520000	659	0.25
2	131520000	131800000	823	131520000	131640000	660	0.571428571429
2	131520000	131800000	823	131640000	131800000	4968	0.428571428571
2	131800000	131920000	824	131800000	131920000	661	0.0
2	131920000	132000000	825	131920000	132000000	4969	0.0
2	132040000	132120000	825	132040000	132120000	4970	0.0
2	132120000	132280000	826	132120000	132280000	662	0.0
2	132280000	132400000	827	132280000	132400000	663	0.0
2	132400000	132560000	828	132400000	132560000	664	0.0
2	132560000	132960000	829	132560000	132600000	4971	0.9
2	132560000	132960000	829	132600000	132720000	665	0.7
2	132560000	132960000	829	132720000	132840000	4972	0.7
2	132560000	132960000	829	132840000	132960000	666	0.7
2	132960000	133120000	6134	132960000	133080000	4973	0.25
2	132960000	133120000	6134	133080000	134640000	667	0.974358974359
2	133120000	133960000	830	133080000	134640000	667	0.461538461538
2	133960000	134000000	6135	133080000	134640000	667	0.974358974359
2	134000000	134240000	831	133080000	134640000	667	0.846153846154
2	134240000	134600000	832	133080000	134640000	667	0.769230769231
2	134600000	134640000	6136	133080000	134640000	667	0.974358974359
2	134640000	135200000	833	134640000	134840000	4974	0.642857142857
2	134640000	135200000	833	134840000	135240000	668	0.357142857143
2	135200000	135720000	834	134840000	135240000	668	0.923076923077
2	135200000	135720000	834	135240000	135640000	669	0.230769230769
2	135200000	135720000	834	135640000	135720000	4975	0.846153846154
2	135720000	136560000	835	135720000	136560000	670	0.0
2	136560000	136640000	6137	136560000	136640000	4976	0.0
2	136640000	137160000	836	136640000	137160000	671	0.0
2	137160000	137520000	837	137160000	138600000	4977	0.75
2	137520000	138600000	838	137160000	138600000	4977	0.25
2	138600000	139600000	839	138600000	139600000	672	0.0
2	139600000	140800000	840	139600000	142920000	673	0.638554216867
2	140800000	141640000	841	139600000	142920000	673	0.746987951807
2	141640000	142920000	842	139600000	142920000	673	0.614457831325
2	142920000	143400000	843	142920000	143400000	674	0.0
2	143400000	143760000	844	143400000	143760000	675	0.0
2	143760000	143800000	6138	143760000	143840000	4978	0.5
2	143800000	147480000	845	143760000	143840000	4978	0.989130434783
2	143800000	147480000	845	143840000	144040000	676	0.945652173913
2	143800000	147480000	845	144040000	144160000	4979	0.967391304348
2	143800000	147480000	845	144160000	145160000	677	0.728260869565
2	143800000	147480000	845	145160000	147480000	678	0.369565217391
2	147480000	148680000	846	147480000	148680000	679	0.0
2	148680000	149280000	847	148680000	149320000	680	0.0625
2	149280000	149680000	848	148680000	149320000	680	0.9375
2	149280000	149680000	848	149320000	149680000	681	0.1
2	149800000	149840000	6139	149800000	149840000	4980	0.0
2	149840000	150440000	849	149840000	150440000	682	0.0
2	150440000	152120000	850	150440000	152120000	683	0.0
2	152120000	152280000	851	152120000	152320000	684	0.2
2	152280000	152400000	852	152120000	152320000	684	0.8
2	152280000	152400000	852	152320000	152560000	4981	0.666666666667
2	152400000	152880000	853	152320000	152560000	4981	0.666666666667
2	152400000	152880000	853	152560000	152680000	685	0.75
2	152400000	152880000	853	152680000	152880000	4982	0.583333333333
2	152880000	153520000	854	152880000	153040000	686	0.75
2	152880000	153520000	854	153040000	153520000	687	0.25
2	153520000	153600000	6140	153520000	156200000	4983	0.970149253731
2	153600000	154600000	855	153520000	156200000	4983	0.626865671642
2	154600000	155240000	856	153520000	156200000	4983	0.761194029851
2	155240000	156200000	857	153520000	156200000	4983	0.641791044776
2	156200000	158120000	858	156200000	158120000	688	0.0
2	158120000	158320000	859	158120000	158160000	4984	0.8
2	158120000	158320000	859	158160000	158480000	689	0.5
2	158320000	158600000	860	158160000	158480000	689	0.5
2	158320000	158600000	860	158480000	158600000	4985	0.571428571429
2	158600000	158880000	861	158600000	158880000	690	0.0
2	158880000	159640000	862	158880000	159640000	691	0.0
2	159640000	159720000	6141	159640000	159720000	4986	0.0
2	159720000	160080000	863	159720000	160080000	692	0.0
2	160080000	160160000	6142	160080000	160640000	693	0.857142857143
2	160160000	160320000	864	160080000	160640000	693	0.714285714286
2	160320000	160400000	6143	160080000	160640000	693	0.857142857143
2	160400000	160600000	865	160080000	160640000	693	0.642857142857
2	160600000	160680000	6144	160080000	160640000	693	0.928571428571
2	160600000	160680000	6144	160640000	160920000	694	0.857142857143
2	160680000	160840000	866	160640000	160920000	694	0.428571428571
2	160840000	160920000	6145	160640000	160920000	694	0.714285714286
2	160920000	161920000	867	160920000	161920000	695	0.0
2	161920000	162080000	6146	161920000	162080000	696	0.0
2	162080000	162280000	868	162080000	162160000	4987	0.6
2	162080000	162280000	868	162160000	162280000	697	0.4
2	162280000	162440000	869	162280000	162840000	4988	0.714285714286
2	162440000	162800000	870	162280000	162840000	4988	0.357142857143
2	162800000	163000000	871	162280000	162840000	4988	0.928571428571
2	162800000	163000000	871	162840000	163000000	698	0.2
2	163000000	163200000	872	163000000	163200000	699	0.0
2	163200000	163720000	873	163200000	164000000	4989	0.35
2	163720000	164000000	874	163200000	164000000	4989	0.65
2	164000000	165400000	875	164000000	165400000	700	0.0
2	165400000	165560000	876	165400000	165560000	4990	0.0
2	165560000	165840000	877	165560000	165840000	701	0.0
2	165840000	166080000	878	165840000	166200000	702	0.333333333333
2	166080000	166800000	879	165840000	166200000	702	0.833333333333
2	166080000	166800000	879	166200000	166760000	703	0.222222222222
2	166080000	166800000	879	166760000	166840000	4991	0.944444444444
2	166800000	167000000	880	166760000	166840000	4991	0.8
2	166800000	167000000	880	166840000	167000000	704	0.2
2	167000000	167320000	881	167000000	167320000	705	0.0
2	167320000	168080000	882	167320000	169000000	706	0.547619047619
2	168080000	168760000	6147	167320000	169000000	706	0.595238095238
2	168760000	169000000	883	167320000	169000000	706	0.857142857143
2	169000000	169200000	884	169000000	169200000	707	0.0
2	169200000	169600000	885	169200000	169600000	708	0.0
2	169600000	169800000	886	169600000	169800000	709	0.0
2	169800000	169960000	887	169800000	170000000	710	0.2
2	169960000	170280000	888	169800000	170000000	710	0.875
2	169960000	170280000	888	170000000	170280000	4992	0.125
2	170280000	170360000	6148	170280000	170800000	711	0.846153846154
2	170360000	170680000	889	170280000	170800000	711	0.384615384615
2	170680000	170800000	890	170280000	170800000	711	0.769230769231
2	170800000	171080000	891	170800000	171080000	712	0.0
2	171080000	171720000	892	171080000	171160000	4993	0.875
2	171080000	171720000	892	171160000	171720000	713	0.125
2	171720000	171800000	6149	171720000	171800000	4994	0.0
2	171800000	172400000	893	171800000	172400000	714	0.0
2	172400000	173000000	894	172400000	173000000	715	0.0
2	173000000	173400000	895	173000000	173360000	716	0.1
2	173000000	173400000	895	173360000	173560000	717	0.9
2	173400000	173560000	896	173360000	173560000	717	0.2
2	173560000	173640000	6150	173560000	173640000	4995	0.0
2	173640000	173840000	897	173640000	173840000	718	0.0
2	173840000	174240000	898	173840000	174120000	719	0.3
2	173840000	174240000	898	174120000	174200000	4996	0.8
2	173840000	174240000	898	174200000	175280000	720	0.962962962963
2	174240000	174960000	899	174200000	175280000	720	0.333333333333
2	174960000	175200000	900	174200000	175280000	720	0.777777777778
2	175200000	175280000	6151	174200000	175280000	720	0.925925925926
2	175280000	175440000	901	175280000	175560000	721	0.428571428571
2	175440000	175560000	902	175280000	175560000	721	0.571428571429
2	175560000	175880000	903	175560000	175880000	722	0.0
2	175880000	176040000	904	175880000	176040000	723	0.0
2	176040000	176160000	905	176040000	176160000	724	0.0
2	176160000	176960000	906	176160000	176200000	4997	0.95
2	176160000	176960000	906	176200000	177000000	725	0.05
2	176960000	177520000	907	176200000	177000000	725	0.95
2	176960000	177520000	907	177000000	177520000	726	0.0714285714286
2	177520000	177680000	908	177520000	177720000	4998	0.2
2	177680000	178040000	909	177520000	177720000	4998	0.888888888889
2	177680000	178040000	909	177720000	177880000	727	0.555555555556
2	177680000	178040000	909	177880000	178000000	4999	0.666666666667
2	177680000	178040000	909	178000000	178640000	728	0.9375
2	178040000	178640000	910	178000000	178640000	728	0.0625
2	178640000	178760000	911	178640000	178800000	5000	0.25
2	178760000	178960000	912	178640000	178800000	5000	0.8
2	178760000	178960000	912	178800000	178960000	729	0.2
2	178960000	179320000	913	178960000	179320000	730	0.0
2	179320000	179400000	6152	179320000	179600000	5001	0.714285714286
2	179400000	179600000	914	179320000	179600000	5001	0.285714285714
2	179600000	180040000	915	179600000	180680000	731	0.592592592593
2	180040000	180240000	916	179600000	180680000	731	0.814814814815
2	180240000	180680000	917	179600000	180680000	731	0.592592592593
2	180680000	180960000	918	180680000	180800000	732	0.571428571429
2	180680000	180960000	918	180800000	180960000	5002	0.428571428571
2	180960000	181960000	919	180960000	181960000	733	0.0
2	181960000	182400000	920	181960000	182400000	734	0.0
2	182400000	182600000	921	182400000	182600000	735	0.0
2	182600000	183000000	922	182600000	183000000	736	0.0
2	183000000	183560000	923	183000000	183560000	737	0.0
2	183560000	183880000	924	183560000	183920000	738	0.111111111111
2	183880000	184000000	925	183560000	183920000	738	0.888888888889
2	183880000	184000000	925	183920000	184040000	739	0.333333333333
2	184000000	184080000	6153	183920000	184040000	739	0.666666666667
2	184000000	184080000	6153	184040000	186160000	740	0.981132075472
2	184080000	184920000	926	184040000	186160000	740	0.603773584906
2	184920000	185440000	927	184040000	186160000	740	0.754716981132
2	185440000	186080000	928	184040000	186160000	740	0.698113207547
2	186080000	186640000	929	184040000	186160000	740	0.962264150943
2	186080000	186640000	929	186160000	186640000	741	0.142857142857
2	186640000	187360000	930	186640000	187160000	742	0.277777777778
2	186640000	187360000	930	187160000	187360000	5003	0.722222222222
2	187360000	187640000	931	187360000	187560000	743	0.285714285714
2	187360000	187640000	931	187560000	187680000	744	0.714285714286
2	187640000	187720000	6154	187560000	187680000	744	0.666666666667
2	187640000	187720000	6154	187680000	188360000	745	0.941176470588
2	187720000	188360000	932	187680000	188360000	745	0.0588235294118
2	188360000	188760000	933	188360000	189400000	746	0.615384615385
2	188760000	189040000	6155	188360000	189400000	746	0.730769230769
2	189040000	189160000	934	188360000	189400000	746	0.884615384615
2	189160000	189400000	6156	188360000	189400000	746	0.769230769231
2	189400000	189880000	935	189400000	189880000	747	0.0
2	189880000	190320000	936	189880000	190280000	748	0.0909090909091
2	189880000	190320000	936	190280000	190520000	749	0.909090909091
2	190320000	190520000	937	190280000	190520000	749	0.166666666667
2	190520000	190640000	938	190520000	190960000	750	0.727272727273
2	190640000	190920000	939	190520000	190960000	750	0.363636363636
2	190920000	191200000	940	190520000	190960000	750	0.909090909091
2	190920000	191200000	940	190960000	191200000	751	0.142857142857
2	191200000	191640000	941	191200000	191640000	752	0.0
2	191640000	191880000	942	191640000	191880000	753	0.0
2	191880000	192040000	943	191880000	192400000	754	0.692307692308
2	192040000	192400000	944	191880000	192400000	754	0.307692307692
2	192400000	192640000	945	192400000	192560000	755	0.333333333333
2	192400000	192640000	945	192560000	192640000	5004	0.666666666667
2	192640000	193040000	946	192640000	193040000	756	0.0
2	193040000	193600000	947	193040000	196920000	757	0.855670103093
2	193600000	194520000	948	193040000	196920000	757	0.762886597938
2	194520000	194840000	949	193040000	196920000	757	0.917525773196
2	194840000	195720000	950	193040000	196920000	757	0.773195876289
2	195720000	196160000	951	193040000	196920000	757	0.886597938144
2	196160000	196360000	6157	193040000	196920000	757	0.948453608247
2	196360000	196560000	952	193040000	196920000	757	0.948453608247
2	196560000	196640000	6158	193040000	196920000	757	0.979381443299
2	196640000	196920000	953	193040000	196920000	757	0.927835051546
2	196920000	197360000	954	196920000	197200000	758	0.363636363636
2	196920000	197360000	954	197200000	197640000	759	0.636363636364
2	197360000	197520000	6159	197200000	197640000	759	0.636363636364
2	197520000	197680000	955	197200000	197640000	759	0.727272727273
2	197520000	197680000	955	197640000	197880000	760	0.833333333333
2	197680000	197920000	956	197640000	197880000	760	0.166666666667
2	197680000	197920000	956	197880000	198240000	761	0.888888888889
2	197920000	198240000	957	197880000	198240000	761	0.111111111111
2	198240000	198640000	958	198240000	198400000	762	0.6
2	198240000	198640000	958	198400000	198560000	763	0.6
2	198240000	198640000	958	198560000	198640000	5005	0.8
2	198640000	199160000	959	198640000	199040000	764	0.230769230769
2	198640000	199160000	959	199040000	199120000	5006	0.846153846154
2	198640000	199160000	959	199120000	200720000	765	0.975
2	199160000	200480000	960	199120000	200720000	765	0.175
2	200480000	200520000	6160	199120000	200720000	765	0.975
2	200520000	200760000	961	199120000	200720000	765	0.875
2	200520000	200760000	961	200720000	200840000	5007	0.833333333333
2	200760000	200840000	6161	200720000	200840000	5007	0.333333333333
2	200840000	201360000	962	200840000	201360000	766	0.0
2	201360000	201680000	963	201360000	201720000	767	0.111111111111
2	201680000	202080000	964	201360000	201720000	767	0.9
2	201680000	202080000	964	201720000	202080000	768	0.1
2	202080000	202520000	965	202080000	202640000	769	0.214285714286
2	202520000	202640000	966	202080000	202640000	769	0.785714285714
2	202640000	203080000	967	202640000	203120000	770	0.0833333333333
2	203080000	203120000	6162	202640000	203120000	770	0.916666666667
2	203120000	203400000	968	203120000	203440000	771	0.125
2	203400000	204120000	969	203120000	203440000	771	0.944444444444
2	203400000	204120000	969	203440000	203760000	772	0.555555555556
2	203400000	204120000	969	203760000	204040000	773	0.611111111111
2	203400000	204120000	969	204040000	204320000	774	0.888888888889
2	204120000	204280000	970	204040000	204320000	774	0.428571428571
2	204280000	204800000	971	204040000	204320000	774	0.923076923077
2	204280000	204800000	971	204320000	204720000	775	0.230769230769
2	204280000	204800000	971	204720000	204880000	5008	0.846153846154
2	204800000	204920000	972	204720000	204880000	5008	0.5
2	204800000	204920000	972	204880000	206840000	776	0.979591836735
2	204920000	205720000	973	204880000	206840000	776	0.591836734694
2	205720000	206600000	974	204880000	206840000	776	0.551020408163
2	206600000	206840000	975	204880000	206840000	776	0.877551020408
2	206840000	207040000	976	206840000	207040000	777	0.0
2	207040000	207160000	977	207040000	207520000	778	0.75
2	207160000	207520000	978	207040000	207520000	778	0.25
2	207520000	207640000	979	207520000	207640000	779	0.0
2	207640000	208400000	980	207640000	207840000	780	0.736842105263
2	207640000	208400000	980	207840000	208360000	781	0.315789473684
2	207640000	208400000	980	208360000	208520000	782	0.947368421053
2	208400000	208480000	6163	208360000	208520000	782	0.5
2	208480000	208960000	981	208360000	208520000	782	0.916666666667
2	208480000	208960000	981	208520000	208560000	5009	0.916666666667
2	208480000	208960000	981	208560000	208960000	783	0.166666666667
2	208960000	209120000	982	208960000	209120000	5010	0.0
2	209120000	209240000	983	209120000	209240000	784	0.0
2	209240000	210200000	984	209240000	210280000	5011	0.0769230769231
2	210200000	210840000	985	209240000	210280000	5011	0.923076923077
2	210200000	210840000	985	210280000	210440000	785	0.75
2	210200000	210840000	985	210440000	210800000	5012	0.4375
2	210200000	210840000	985	210800000	211120000	786	0.9375
2	210840000	211080000	986	210800000	211120000	786	0.25
2	211080000	211320000	987	210800000	211120000	786	0.875
2	211080000	211320000	987	211120000	211280000	787	0.333333333333
2	211080000	211320000	987	211280000	211440000	5013	0.833333333333
2	211320000	211440000	988	211280000	211440000	5013	0.25
